date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2010-02-01,21847,203,0,14,187
2010-02-08,21847,203,0,14,187
2010-02-15,21847,203,0,14,187
2010-02-22,21847,202,0,14,187
2010-03-01,21847,202,0,14,187
2010-03-08,21847,201,0,14,187
2010-03-15,21847,201,0,14,187
2010-03-22,21847,199,0,14,187
2010-03-29,21847,199,0,14,187
2010-04-05,21847,199,0,14,187
2010-04-12,21847,198,0,14,187
2010-04-19,21847,198,0,14,187
2010-04-26,21847,198,0,14,187
2010-05-03,21847,198,0,14,187
2010-05-10,21847,198,0,14,187
2010-05-17,21847,198,0,14,187
2010-05-24,21847,198,0,14,187
2010-05-31,21847,198,0,14,187
2010-06-07,21847,198,0,14,187
2010-06-14,21847,198,0,14,187
2010-06-21,21847,195,0,14,187
2010-06-28,21847,195,0,14,187
2010-07-05,21847,195,0,14,187
2010-07-12,21847,194,0,14,187
2010-07-19,21847,194,0,14,187
2010-07-26,21847,194,0,14,187
2010-08-02,21847,194,0,14,187
2010-08-09,21847,194,0,14,187
2010-08-16,21847,194,0,14,187
2010-08-23,21847,194,0,14,187
2010-08-30,21847,192,0,14,187
2010-09-06,21847,192,0,14,187
2010-09-13,21847,192,0,14,187
2010-09-20,21847,192,0,14,187
2010-09-27,21847,191,0,14,187
2010-10-04,21847,191,0,14,187
2010-10-11,21847,63,202,14,187
2010-10-18,21847,39,202,14,187
2010-10-25,21847,240,202,14,187
2010-11-01,21847,216,202,14,187
2010-11-08,21847,215,202,14,187
2010-11-15,21847,206,202,14,187
2010-11-22,21847,204,202,14,187
2010-11-29,21847,202,202,14,187
2010-12-06,21847,201,202,14,187
2010-12-13,21847,201,202,14,187
2010-12-20,21847,199,202,14,187
2010-12-27,21847,197,202,14,187
2011-01-03,21847,197,202,14,187
2011-01-10,21847,179,202,14,187
2011-01-17,21847,148,202,14,187
2011-01-24,21847,144,202,14,187
2011-01-31,21847,144,202,14,187
2011-02-07,21847,144,202,14,187
2011-02-14,21847,144,202,14,187
2011-02-21,21847,143,202,14,187
2011-02-28,21847,143,202,14,187
2011-03-07,21847,143,202,14,187
2011-03-14,21847,143,202,14,187
2011-03-21,21847,143,202,14,187
2011-03-28,21847,140,202,14,187
2011-04-04,21847,140,202,14,187
2011-04-11,21847,139,202,14,187
2011-04-18,21847,139,202,14,187
2011-04-25,21847,139,202,14,187
2011-05-02,21847,139,202,14,187
2011-05-09,21847,139,202,14,187
2011-05-16,21847,139,202,14,187
2011-05-23,21847,139,202,14,187
2011-05-30,21847,139,202,14,187
2011-06-06,21847,139,202,14,187
2011-06-13,21847,139,202,14,187
2011-06-20,21847,139,202,14,187
2011-06-27,21847,139,202,14,187
2011-07-04,21847,139,202,14,187
2011-07-11,21847,137,202,14,187
2011-07-18,21847,133,202,14,187
2011-07-25,21847,133,202,14,187
2011-08-01,21847,132,202,14,187
2011-08-08,21847,132,202,14,187
2011-08-15,21847,132,202,14,187
2011-08-22,21847,132,202,14,187
2011-08-29,21847,132,202,14,187
2011-09-05,21847,129,202,14,187
2011-09-12,21847,129,202,14,187
2011-09-19,21847,129,202,14,187
2011-09-26,21847,129,202,14,187
2011-10-03,21847,129,202,14,187
2011-10-10,21847,129,202,14,187
2011-10-17,21847,129,202,14,187
2011-10-24,21847,129,202,14,187
2011-10-31,21847,128,202,14,187
2011-11-07,21847,127,202,14,187
2011-11-14,21847,127,202,14,187
2009-12-07,21849,265,0,18,185
2009-12-14,21849,214,0,18,185
2009-12-21,21849,189,0,18,185
2009-12-28,21849,165,102,18,185
2010-01-04,21849,165,102,18,185
2010-01-11,21849,257,102,18,185
2010-01-18,21849,246,102,18,185
2010-01-25,21849,239,102,18,185
2010-02-01,21849,236,102,18,185
2010-02-08,21849,236,102,18,185
2010-02-15,21849,233,102,18,185
2010-02-22,21849,226,102,18,185
2010-03-01,21849,226,102,18,185
2010-03-08,21849,225,102,18,185
2010-03-15,21849,224,102,18,185
2010-03-22,21849,221,102,18,185
2010-03-29,21849,221,102,18,185
2010-04-05,21849,221,102,18,185
2010-04-12,21849,220,102,18,185
2010-04-19,21849,220,102,18,185
2010-04-26,21849,220,102,18,185
2010-05-03,21849,220,102,18,185
2010-05-10,21849,220,102,18,185
2010-05-17,21849,219,102,18,185
2010-05-24,21849,219,102,18,185
2010-05-31,21849,195,102,18,185
2010-06-07,21849,191,102,18,185
2010-06-14,21849,190,102,18,185
2010-06-21,21849,186,102,18,185
2010-06-28,21849,186,102,18,185
2010-07-05,21849,185,102,18,185
2010-07-12,21849,184,102,18,185
2010-07-19,21849,182,102,18,185
2010-07-26,21849,182,102,18,185
2010-08-02,21849,181,102,18,185
2010-08-09,21849,181,102,18,185
2010-08-16,21849,180,102,18,185
2010-08-23,21849,177,102,18,185
2010-08-30,21849,172,102,18,185
2010-09-06,21849,172,102,18,185
2010-09-13,21849,172,102,18,185
2010-09-20,21849,172,102,18,185
2010-09-27,21849,172,102,18,185
2010-10-04,21849,172,102,18,185
2010-10-11,21849,146,102,18,185
2010-10-18,21849,98,102,18,185
2010-10-25,21849,2,265,18,185
2010-11-01,21849,0,265,18,185
2010-11-08,21849,163,265,18,185
2010-11-15,21849,159,265,18,185
2010-11-22,21849,157,265,18,185
2010-11-29,21849,152,265,18,185
2010-12-06,21849,146,265,18,185
2010-12-13,21849,125,265,18,185
2010-12-20,21849,123,265,18,185
2010-12-27,21849,117,265,18,185
2011-01-03,21849,117,265,18,185
2011-01-10,21849,87,265,18,185
2011-01-17,21849,58,265,18,185
2011-01-24,21849,46,265,18,185
2011-01-31,21849,46,265,18,185
2011-02-07,21849,45,265,18,185
2011-02-14,21849,45,265,18,185
2011-02-21,21849,39,265,18,185
2011-02-28,21849,39,265,18,185
2011-03-07,21849,39,265,18,185
2011-03-14,21849,39,265,18,185
2011-03-21,21849,39,265,18,185
2011-03-28,21849,35,265,18,185
2011-04-04,21849,34,265,18,185
2011-04-11,21849,32,265,18,185
2011-04-18,21849,32,265,18,185
2011-04-25,21849,32,265,18,185
2011-05-02,21849,32,265,18,185
2011-05-09,21849,31,265,18,185
2011-05-16,21849,31,265,18,185
2011-05-23,21849,31,265,18,185
2011-05-30,21849,31,265,18,185
2011-06-06,21849,31,265,18,185
2011-06-13,21849,29,265,18,185
2011-06-20,21849,28,265,18,185
2011-06-27,21849,28,265,18,185
2011-07-04,21849,22,265,18,185
2011-07-11,21849,18,265,18,185
2011-07-18,21849,7,265,18,185
2011-07-25,21849,5,265,18,185
2011-08-01,21849,3,265,18,185
2011-08-08,21849,3,265,18,185
2011-08-15,21849,3,265,18,185
2011-08-22,21849,3,265,18,185
2011-08-29,21849,3,265,18,185
2011-09-05,21849,1,265,18,185
2011-09-12,21849,1,265,18,185
2011-09-19,21849,1,265,18,185
2011-09-26,21849,1,265,18,185
2011-10-03,21849,1,265,18,185
2011-10-10,21849,0,265,18,185
2011-10-17,21849,0,265,18,185
2011-10-24,21849,0,265,18,185
2011-10-31,21849,0,265,18,185
2011-11-07,21849,0,265,18,185
2011-11-14,21849,0,265,18,185
2011-11-21,21849,0,265,18,185
2011-11-28,21849,0,265,18,185
2009-12-14,21850,233,0,17,181
2009-12-21,21850,206,0,17,181
2009-12-28,21850,158,100,17,181
2010-01-04,21850,158,100,17,181
2010-01-11,21850,237,100,17,181
2010-01-18,21850,230,100,17,181
2010-01-25,21850,220,100,17,181
2010-02-01,21850,219,100,17,181
2010-02-08,21850,219,100,17,181
2010-02-15,21850,216,100,17,181
2010-02-22,21850,214,100,17,181
2010-03-01,21850,214,100,17,181
2010-03-08,21850,213,100,17,181
2010-03-15,21850,212,100,17,181
2010-03-22,21850,208,100,17,181
2010-03-29,21850,208,100,17,181
2010-04-05,21850,208,100,17,181
2010-04-12,21850,207,100,17,181
2010-04-19,21850,207,100,17,181
2010-04-26,21850,207,100,17,181
2010-05-03,21850,207,100,17,181
2010-05-10,21850,204,100,17,181
2010-05-17,21850,204,100,17,181
2010-05-24,21850,204,100,17,181
2010-05-31,21850,204,100,17,181
2010-06-07,21850,204,100,17,181
2010-06-14,21850,203,100,17,181
2010-06-21,21850,201,100,17,181
2010-06-28,21850,201,100,17,181
2010-07-05,21850,201,100,17,181
2010-07-12,21850,201,100,17,181
2010-07-19,21850,201,100,17,181
2010-07-26,21850,201,100,17,181
2010-08-02,21850,200,100,17,181
2010-08-09,21850,200,100,17,181
2010-08-16,21850,200,100,17,181
2010-08-23,21850,200,100,17,181
2010-08-30,21850,197,100,17,181
2010-09-06,21850,194,100,17,181
2010-09-13,21850,194,100,17,181
2010-09-20,21850,194,100,17,181
2010-09-27,21850,192,100,17,181
2010-10-04,21850,192,100,17,181
2010-10-11,21850,70,188,17,181
2010-10-18,21850,70,188,17,181
2010-10-25,21850,158,188,17,181
2010-11-01,21850,134,188,17,181
2010-11-08,21850,134,188,17,181
2010-11-15,21850,131,188,17,181
2010-11-22,21850,128,188,17,181
2010-11-29,21850,128,188,17,181
2010-12-06,21850,123,188,17,181
2010-12-13,21850,115,188,17,181
2010-12-20,21850,113,188,17,181
2010-12-27,21850,113,188,17,181
2011-01-03,21850,113,188,17,181
2011-01-10,21850,113,188,17,181
2011-01-17,21850,89,188,17,181
2011-01-24,21850,81,188,17,181
2011-01-31,21850,81,188,17,181
2011-02-07,21850,79,188,17,181
2011-02-14,21850,78,188,17,181
2011-02-21,21850,78,188,17,181
2011-02-28,21850,78,188,17,181
2011-03-07,21850,77,188,17,181
2011-03-14,21850,77,188,17,181
2011-03-21,21850,77,188,17,181
2011-03-28,21850,74,188,17,181
2011-04-04,21850,74,188,17,181
2011-04-11,21850,74,188,17,181
2011-04-18,21850,74,188,17,181
2011-04-25,21850,74,188,17,181
2011-05-02,21850,74,188,17,181
2011-05-09,21850,74,188,17,181
2011-05-16,21850,74,188,17,181
2011-05-23,21850,74,188,17,181
2011-05-30,21850,74,188,17,181
2011-06-06,21850,74,188,17,181
2011-06-13,21850,73,188,17,181
2011-06-20,21850,73,188,17,181
2011-06-27,21850,73,188,17,181
2011-07-04,21850,67,188,17,181
2011-07-11,21850,22,188,17,181
2011-07-18,21850,22,188,17,181
2011-07-25,21850,20,188,17,181
2011-08-01,21850,20,188,17,181
2011-08-08,21850,20,188,17,181
2011-08-15,21850,19,188,17,181
2011-08-22,21850,19,188,17,181
2011-08-29,21850,19,188,17,181
2011-09-05,21850,19,188,17,181
2011-09-12,21850,18,188,17,181
2011-09-19,21850,18,188,17,181
2011-09-26,21850,18,188,17,181
2011-10-03,21850,18,188,17,181
2011-10-10,21850,18,188,17,181
2011-10-17,21850,16,188,17,181
2011-10-24,21850,15,188,17,181
2011-10-31,21850,14,188,17,181
2011-11-07,21850,11,188,17,181
2011-11-14,21850,9,188,17,181
2011-11-21,21850,8,188,17,181
2011-11-28,21850,5,188,17,181
2011-12-05,21850,0,188,17,181
2009-12-07,21851,299,0,19,225
2009-12-14,21851,109,195,19,225
2009-12-21,21851,31,195,19,225
2009-12-28,21851,31,195,19,225
2010-01-04,21851,226,195,19,225
2010-01-11,21851,199,195,19,225
2010-01-18,21851,186,195,19,225
2010-01-25,21851,173,195,19,225
2010-02-01,21851,173,195,19,225
2010-02-08,21851,172,195,19,225
2010-02-15,21851,167,195,19,225
2010-02-22,21851,165,195,19,225
2010-03-01,21851,165,195,19,225
2010-03-08,21851,162,195,19,225
2010-03-15,21851,161,195,19,225
2010-03-22,21851,157,195,19,225
2010-03-29,21851,157,195,19,225
2010-04-05,21851,157,195,19,225
2010-04-12,21851,156,195,19,225
2010-04-19,21851,156,195,19,225
2010-04-26,21851,155,195,19,225
2010-05-03,21851,155,195,19,225
2010-05-10,21851,154,195,19,225
2010-05-17,21851,153,195,19,225
2010-05-24,21851,152,195,19,225
2010-05-31,21851,152,195,19,225
2010-06-07,21851,147,195,19,225
2010-06-14,21851,147,195,19,225
2010-06-21,21851,145,195,19,225
2010-06-28,21851,145,195,19,225
2010-07-05,21851,144,195,19,225
2010-07-12,21851,143,195,19,225
2010-07-19,21851,143,195,19,225
2010-07-26,21851,143,195,19,225
2010-08-02,21851,143,195,19,225
2010-08-09,21851,143,195,19,225
2010-08-16,21851,143,195,19,225
2010-08-23,21851,143,195,19,225
2010-08-30,21851,139,195,19,225
2010-09-06,21851,136,195,19,225
2010-09-13,21851,136,195,19,225
2010-09-20,21851,133,195,19,225
2010-09-27,21851,130,195,19,225
2010-10-04,21851,130,195,19,225
2010-10-11,21851,104,195,19,225
2010-10-18,21851,103,195,19,225
2010-10-25,21851,75,195,19,225
2010-11-01,21851,26,277,19,225
2010-11-08,21851,24,277,19,225
2010-11-15,21851,105,277,19,225
2010-11-22,21851,98,277,19,225
2010-11-29,21851,94,277,19,225
2010-12-06,21851,88,277,19,225
2010-12-13,21851,75,277,19,225
2010-12-20,21851,69,277,19,225
2010-12-27,21851,69,277,19,225
2011-01-03,21851,69,277,19,225
2011-01-10,21851,69,277,19,225
2011-01-17,21851,33,277,19,225
2011-01-24,21851,14,277,19,225
2011-01-31,21851,14,277,19,225
2011-02-07,21851,13,277,19,225
2011-02-14,21851,12,277,19,225
2011-02-21,21851,12,277,19,225
2011-02-28,21851,11,277,19,225
2011-03-07,21851,10,277,19,225
2011-03-14,21851,10,277,19,225
2011-03-21,21851,8,277,19,225
2011-03-28,21851,3,277,19,225
2011-04-04,21851,2,277,19,225
2011-04-11,21851,0,277,19,225
2011-04-18,21851,0,277,19,225
2011-04-25,21851,0,277,19,225
2011-05-02,21851,0,277,19,225
2011-05-09,21851,0,277,19,225
2011-05-16,21851,0,277,19,225
2011-05-23,21851,0,277,19,225
2011-05-30,21851,0,277,19,225
2011-06-06,21851,0,277,19,225
2011-06-13,21851,0,277,19,225
2011-06-20,21851,0,277,19,225
2011-06-27,21851,0,277,19,225
2011-07-04,21851,0,277,19,225
2011-07-11,21851,0,277,19,225
2011-07-18,21851,0,277,19,225
2011-07-25,21851,0,277,19,225
2011-08-01,21851,0,277,19,225
2011-08-08,21851,0,277,19,225
2011-08-15,21851,0,277,19,225
2011-08-22,21851,0,277,19,225
2011-08-29,21851,0,277,19,225
2011-09-05,21851,0,277,19,225
2011-09-12,21851,0,277,19,225
2011-09-19,21851,0,277,19,225
2011-09-26,21851,0,277,19,225
2011-10-03,21851,0,277,19,225
2011-10-10,21851,0,277,19,225
2011-10-17,21851,0,277,19,225
2011-10-24,21851,0,277,19,225
2011-10-31,21851,0,277,19,225
2011-11-07,21851,0,277,19,225
2011-11-14,21851,0,277,19,225
2011-11-21,21851,0,277,19,225
2011-11-28,21851,0,277,19,225
2011-12-05,21851,0,277,19,225
2009-12-07,21852,25,0,12,12
2009-12-14,21852,25,0,12,12
2009-12-07,21853,27,0,14,14
2009-12-14,21853,26,0,14,14
2009-12-21,21853,26,0,14,14
2009-12-28,21853,26,0,14,14
2010-01-04,21853,26,0,14,14
2010-01-11,21853,26,0,14,14
2010-01-18,21853,26,0,14,14
2010-01-25,21853,26,0,14,14
2010-02-01,21853,26,0,14,14
2010-02-08,21853,26,0,14,14
2010-02-15,21853,26,0,14,14
2010-02-22,21853,26,0,14,14
2010-03-01,21853,26,0,14,14
2010-03-08,21853,26,0,14,14
2010-03-15,21853,26,0,14,14
2010-03-22,21853,26,0,14,14
2010-03-29,21853,26,0,14,14
2010-04-05,21853,26,0,14,14
2010-04-12,21853,26,0,14,14
2010-04-19,21853,25,0,14,14
2010-01-11,21857,33,0,20,20
2010-01-18,21857,33,0,20,20
2009-12-14,21858,24,0,11,11
2009-12-21,21858,24,0,11,11
2009-12-28,21858,24,0,11,11
2010-01-04,21858,24,0,11,11
2010-01-11,21858,24,0,11,11
2010-01-18,21858,24,0,11,11
2010-01-25,21858,24,0,11,11
2010-02-01,21858,24,0,11,11
2010-02-08,21858,24,0,11,11
2010-02-15,21858,24,0,11,11
2010-02-22,21858,24,0,11,11
2010-03-01,21858,24,0,11,11
2010-03-08,21858,23,0,11,11
2009-12-07,21864,0,191,8,118
2009-12-14,21864,163,191,8,118
2009-12-21,21864,152,191,8,118
2009-12-28,21864,149,191,8,118
2010-01-04,21864,149,191,8,118
2010-01-11,21864,143,191,8,118
2010-01-18,21864,137,191,8,118
2010-01-25,21864,134,191,8,118
2010-02-01,21864,116,191,8,118
2010-02-08,21864,106,191,8,118
2010-02-15,21864,98,191,8,118
2010-02-22,21864,70,191,8,118
2010-03-01,21864,54,191,8,118
2010-03-08,21864,40,191,8,118
2010-03-15,21864,30,191,8,118
2010-03-22,21864,19,191,8,118
2010-03-29,21864,0,191,8,118
2010-04-05,21864,0,191,8,118
2010-04-12,21864,0,191,8,118
2010-04-19,21864,0,191,8,118
2010-04-26,21864,0,191,8,118
2010-05-03,21864,0,191,8,118
2010-05-10,21864,0,191,8,118
2010-05-17,21864,0,191,8,118
2010-05-24,21864,0,191,8,118
2010-05-31,21864,0,191,8,118
2010-06-07,21864,0,191,8,118
2010-06-14,21864,0,191,8,118
2010-06-21,21864,0,191,8,118
2010-06-28,21864,0,191,8,118
2010-07-05,21864,0,191,8,118
2010-07-12,21864,0,191,8,118
2010-07-19,21864,0,191,8,118
2010-07-26,21864,0,191,8,118
2010-08-02,21864,0,191,8,118
2010-08-09,21864,0,191,8,118
2010-08-16,21864,0,191,8,118
2010-08-23,21864,0,191,8,118
2010-08-30,21864,0,191,8,118
2010-09-06,21864,0,191,8,118
2010-09-13,21864,0,191,8,118
2010-09-20,21864,0,191,8,118
2010-09-27,21864,0,191,8,118
2010-10-04,21864,0,191,8,118
2010-10-11,21864,0,191,8,118
2010-10-18,21864,0,191,8,118
2010-10-25,21864,0,191,8,118
2010-11-01,21864,0,191,8,118
2010-11-08,21864,0,191,8,118
2010-11-15,21864,0,191,8,118
2010-11-22,21864,0,191,8,118
2010-11-29,21864,0,191,8,118
2010-12-06,21864,0,191,8,118
2010-12-13,21864,0,191,8,118
2010-12-20,21864,0,191,8,118
2010-12-27,21864,0,191,8,118
2011-01-03,21864,0,191,8,118
2011-01-10,21864,0,191,8,118
2011-01-17,21864,0,191,8,118
2011-01-24,21864,0,191,8,118
2011-01-31,21864,0,191,8,118
2011-02-07,21864,0,191,8,118
2011-02-14,21864,0,191,8,118
2011-02-21,21864,0,191,8,118
2011-02-28,21864,0,191,8,118
2011-03-07,21864,0,191,8,118
2011-03-14,21864,0,191,8,118
2011-03-21,21864,0,191,8,118
2011-03-28,21864,0,191,8,118
2011-04-04,21864,0,191,8,118
2011-04-11,21864,0,191,8,118
2011-04-18,21864,0,191,8,118
2011-04-25,21864,0,191,8,118
2011-05-02,21864,0,191,8,118
2011-05-09,21864,0,191,8,118
2011-05-16,21864,0,191,8,118
2011-05-23,21864,0,191,8,118
2011-05-30,21864,0,191,8,118
2011-06-06,21864,0,191,8,118
2011-06-13,21864,0,191,8,118
2011-06-20,21864,0,191,8,118
2011-06-27,21864,0,191,8,118
2011-07-04,21864,0,191,8,118
2011-07-11,21864,0,191,8,118
2011-07-18,21864,0,191,8,118
2011-07-25,21864,0,191,8,118
2011-08-01,21864,0,191,8,118
2011-08-08,21864,0,191,8,118
2011-08-15,21864,0,191,8,118
2011-08-22,21864,0,191,8,118
2011-08-29,21864,0,191,8,118
2011-09-05,21864,0,191,8,118
2011-09-12,21864,0,191,8,118
2011-09-19,21864,0,191,8,118
2011-09-26,21864,0,191,8,118
2011-10-03,21864,0,191,8,118
2011-10-10,21864,0,191,8,118
2011-10-17,21864,0,191,8,118
2011-10-24,21864,0,191,8,118
2011-10-31,21864,0,191,8,118
2011-11-07,21864,0,191,8,118
2011-11-14,21864,0,191,8,118
2011-11-21,21864,0,191,8,118
2011-11-28,21864,0,191,8,118
2011-12-05,21864,0,191,8,118
2009-12-07,21865,114,0,19,105
2009-12-14,21865,84,60,19,105
2009-12-21,21865,63,60,19,105
2009-12-28,21865,122,60,19,105
2010-01-04,21865,122,60,19,105
2010-01-11,21865,119,60,19,105
2010-01-18,21865,110,60,19,105
2010-01-25,21865,109,60,19,105
2010-02-01,21865,102,60,19,105
2010-02-08,21865,98,60,19,105
2010-02-15,21865,93,60,19,105
2010-02-22,21865,71,60,19,105
2010-03-01,21865,65,60,19,105
2010-03-08,21865,55,60,19,105
2010-03-15,21865,42,114,19,105
2010-03-22,21865,38,114,19,105
2010-03-29,21865,22,114,19,105
2010-04-05,21865,76,114,19,105
2010-04-12,21865,73,114,19,105
2010-04-19,21865,44,114,19,105
2010-04-26,21865,39,114,19,105
2010-05-03,21865,0,114,19,105
2010-05-10,21865,0,114,19,105
2010-05-17,21865,0,114,19,105
2010-05-24,21865,0,114,19,105
2010-05-31,21865,0,114,19,105
2010-06-07,21865,0,114,19,105
2010-06-14,21865,0,114,19,105
2010-06-21,21865,0,114,19,105
2010-06-28,21865,0,114,19,105
2010-07-05,21865,0,114,19,105
2010-07-12,21865,0,114,19,105
2010-07-19,21865,0,114,19,105
2010-07-26,21865,0,114,19,105
2010-08-02,21865,0,114,19,105
2010-08-09,21865,0,114,19,105
2010-08-16,21865,0,114,19,105
2010-08-23,21865,0,114,19,105
2010-08-30,21865,0,114,19,105
2010-09-06,21865,0,114,19,105
2010-09-13,21865,0,114,19,105
2010-09-20,21865,0,114,19,105
2010-09-27,21865,0,114,19,105
2010-10-04,21865,0,114,19,105
2010-10-11,21865,0,114,19,105
2010-10-18,21865,0,114,19,105
2010-10-25,21865,0,114,19,105
2010-11-01,21865,0,114,19,105
2010-11-08,21865,0,114,19,105
2010-11-15,21865,0,114,19,105
2010-11-22,21865,0,114,19,105
2010-11-29,21865,0,114,19,105
2010-12-06,21865,0,114,19,105
2010-12-13,21865,0,114,19,105
2010-12-20,21865,0,114,19,105
2010-12-27,21865,0,114,19,105
2011-01-03,21865,0,114,19,105
2011-01-10,21865,0,114,19,105
2011-01-17,21865,0,114,19,105
2011-01-24,21865,0,114,19,105
2011-01-31,21865,0,114,19,105
2011-02-07,21865,0,114,19,105
2011-02-14,21865,0,114,19,105
2011-02-21,21865,0,114,19,105
2011-02-28,21865,0,114,19,105
2011-03-07,21865,0,114,19,105
2011-03-14,21865,0,114,19,105
2011-03-21,21865,0,114,19,105
2011-03-28,21865,0,114,19,105
2011-04-04,21865,0,114,19,105
2011-04-11,21865,0,114,19,105
2011-04-18,21865,0,114,19,105
2011-04-25,21865,0,114,19,105
2011-05-02,21865,0,114,19,105
2011-05-09,21865,0,114,19,105
2011-05-16,21865,0,114,19,105
2011-05-23,21865,0,114,19,105
2011-05-30,21865,0,114,19,105
2011-06-06,21865,0,114,19,105
2011-06-13,21865,0,114,19,105
2011-06-20,21865,0,114,19,105
2011-06-27,21865,0,114,19,105
2011-07-04,21865,0,114,19,105
2011-07-11,21865,0,114,19,105
2011-07-18,21865,0,114,19,105
2011-07-25,21865,0,114,19,105
2011-08-01,21865,0,114,19,105
2011-08-08,21865,0,114,19,105
2011-08-15,21865,0,114,19,105
2011-08-22,21865,0,114,19,105
2011-08-29,21865,0,114,19,105
2011-09-05,21865,0,114,19,105
2011-09-12,21865,0,114,19,105
2011-09-19,21865,0,114,19,105
2011-09-26,21865,0,114,19,105
2011-10-03,21865,0,114,19,105
2011-10-10,21865,0,114,19,105
2011-10-17,21865,0,114,19,105
2011-10-24,21865,0,114,19,105
2011-10-31,21865,0,114,19,105
2011-11-07,21865,0,114,19,105
2011-11-14,21865,0,114,19,105
2011-11-21,21865,0,114,19,105
2011-11-28,21865,0,114,19,105
2011-12-05,21865,0,114,19,105
2009-12-07,21866,190,0,12,138
2009-12-14,21866,126,110,12,138
2009-12-21,21866,106,110,12,138
2009-12-28,21866,215,110,12,138
2010-01-04,21866,215,110,12,138
2010-01-11,21866,208,110,12,138
2010-01-18,21866,203,110,12,138
2010-01-25,21866,198,110,12,138
2010-02-01,21866,186,110,12,138
2010-02-08,21866,186,110,12,138
2010-02-15,21866,168,110,12,138
2010-02-22,21866,148,110,12,138
2010-03-01,21866,108,110,12,138
2010-03-08,21866,96,110,12,138
2010-03-15,21866,80,110,12,138
2010-03-22,21866,50,110,12,138
2010-03-29,21866,9,213,12,138
2010-04-05,21866,0,213,12,138
2010-04-12,21866,97,213,12,138
2010-04-19,21866,66,213,12,138
2010-04-26,21866,36,213,12,138
2010-05-03,21866,0,213,12,138
2010-05-10,21866,0,213,12,138
2010-05-17,21866,0,213,12,138
2010-05-24,21866,0,213,12,138
2010-05-31,21866,0,213,12,138
2010-06-07,21866,0,213,12,138
2010-06-14,21866,0,213,12,138
2010-06-21,21866,0,213,12,138
2010-06-28,21866,0,213,12,138
2010-07-05,21866,0,213,12,138
2010-07-12,21866,0,213,12,138
2010-07-19,21866,0,213,12,138
2010-07-26,21866,0,213,12,138
2010-08-02,21866,0,213,12,138
2010-08-09,21866,0,213,12,138
2010-08-16,21866,0,213,12,138
2010-08-23,21866,0,213,12,138
2010-08-30,21866,0,213,12,138
2010-09-06,21866,0,213,12,138
2010-09-13,21866,0,213,12,138
2010-09-20,21866,0,213,12,138
2010-09-27,21866,0,213,12,138
2010-10-04,21866,0,213,12,138
2010-10-11,21866,0,213,12,138
2010-10-18,21866,0,213,12,138
2010-10-25,21866,0,213,12,138
2010-11-01,21866,0,213,12,138
2010-11-08,21866,0,213,12,138
2010-11-15,21866,0,213,12,138
2010-11-22,21866,0,213,12,138
2010-11-29,21866,0,213,12,138
2010-12-06,21866,0,213,12,138
2010-12-13,21866,0,213,12,138
2010-12-20,21866,0,213,12,138
2010-12-27,21866,0,213,12,138
2011-01-03,21866,0,213,12,138
2011-01-10,21866,0,213,12,138
2011-01-17,21866,0,213,12,138
2011-01-24,21866,0,213,12,138
2011-01-31,21866,0,213,12,138
2011-02-07,21866,0,213,12,138
2011-02-14,21866,0,213,12,138
2011-02-21,21866,0,213,12,138
2011-02-28,21866,0,213,12,138
2011-03-07,21866,0,213,12,138
2011-03-14,21866,0,213,12,138
2011-03-21,21866,0,213,12,138
2011-03-28,21866,0,213,12,138
2011-04-04,21866,0,213,12,138
2011-04-11,21866,0,213,12,138
2011-04-18,21866,0,213,12,138
2011-04-25,21866,0,213,12,138
2011-05-02,21866,0,213,12,138
2011-05-09,21866,0,213,12,138
2011-05-16,21866,0,213,12,138
2011-05-23,21866,0,213,12,138
2011-05-30,21866,0,213,12,138
2011-06-06,21866,0,213,12,138
2011-06-13,21866,0,213,12,138
2011-06-20,21866,0,213,12,138
2011-06-27,21866,0,213,12,138
2011-07-04,21866,0,213,12,138
2011-07-11,21866,0,213,12,138
2011-07-18,21866,0,213,12,138
2011-07-25,21866,0,213,12,138
2011-08-01,21866,0,213,12,138
2011-08-08,21866,0,213,12,138
2011-08-15,21866,0,213,12,138
2011-08-22,21866,0,213,12,138
2011-08-29,21866,0,213,12,138
2011-09-05,21866,0,213,12,138
2011-09-12,21866,0,213,12,138
2011-09-19,21866,0,213,12,138
2011-09-26,21866,0,213,12,138
2011-10-03,21866,0,213,12,138
2011-10-10,21866,0,213,12,138
2011-10-17,21866,0,213,12,138
2011-10-24,21866,0,213,12,138
2011-10-31,21866,0,213,12,138
2011-11-07,21866,0,213,12,138
2011-11-14,21866,0,213,12,138
2011-11-21,21866,0,213,12,138
2011-11-28,21866,0,213,12,138
2011-12-05,21866,0,213,12,138
2009-12-07,21867,149,0,12,114
2009-12-14,21867,126,0,12,114
2009-12-21,21867,111,76,12,114
2009-12-28,21867,111,76,12,114
2010-01-04,21867,187,76,12,114
2010-01-11,21867,185,76,12,114
2010-01-18,21867,183,76,12,114
2010-01-25,21867,170,76,12,114
2010-02-01,21867,169,76,12,114
2010-02-08,21867,156,76,12,114
2010-02-15,21867,151,76,12,114
2010-02-22,21867,128,76,12,114
2010-03-01,21867,109,76,12,114
2010-03-08,21867,76,76,12,114
2010-03-15,21867,62,76,12,114
2010-03-22,21867,49,76,12,114
